Order ID;E-mail;User ID;Total;Subtotal;Discount;Payment surcharge;Shipping cost;Date;Status;Notes;Payment ID;IP address;Details;Payment information;Taxes;Coupons;Shipping;First name;Last name;Company;Fax;Phone;Web site;Tax exempt;Language;Billing: first name;Billing: last name;Billing: address;Billing: address (line 2);Billing: city;Billing: state;Billing: country;Billing: zipcode;Shipping: first name;Shipping: last name;Shipping: address;Shipping: address (line 2);Shipping: city;Shipping: state;Shipping: country;Shipping: zipcode;Vendor
"43";"sebastian@example.com";"3";"499.99";"499.99";"0.00";"0.00";"0.00";"06 Oct 2013 09:46:54";"C";"";"2";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"44";"sebastian@example.com";"3";"220.00";"220.00";"0.00";"0.00";"0.00";"07 Oct 2013 08:07:21";"B";"";"2";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"45";"sebastian@example.com";"3";"749.95";"749.95";"0.00";"0.00";"0.00";"08 Oct 2013 03:23:50";"C";"";"3";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"46";"sebastian@example.com";"3";"1199.99";"1199.99";"0.00";"0.00";"0.00";"09 Oct 2013 09:51:45";"I";"";"2";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"47";"sebastian@example.com";"3";"299.99";"299.99";"0.00";"0.00";"0.00";"09 Oct 2013 22:40:27";"C";"";"2";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"48";"sebastian@example.com";"3";"1059.98";"1059.98";"0.00";"0.00";"0.00";"11 Oct 2013 03:06:14";"F";"";"1";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"49";"sebastian@example.com";"3";"262.93";"262.93";"0.00";"0.00";"0.00";"11 Oct 2013 21:22:19";"C";"";"2";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"50";"sebastian@example.com";"3";"1524.45";"1499.00";"0.00";"0.00";"25.45";"12 Oct 2013 16:32:24";"D";"Please, deliver it in the first part of day";"2";"127.0.0.1";"";"";"";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""54"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""0"",""type"":""F"",""per_unit"":""N""},""100"":{""amount"":""100"",""value"":""25.45"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""25.45"",""group_name"":""Simtech""}]";"Sergey";"Maxeev";"";"";"+79235456683";"";"N";"en";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Sergey";"Maxeev";"Moskovskaya street, 65-12";"";"Moscow";"MOS";"RU";"657849";"Acme Corporation"
"51";"dsds@example.com";"3";"157.95";"129.95";"0.00";"0.00";"28.00";"14 Oct 2013 04:52:36";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""14.36"",""description"":""VAT"",""applies"":{""P"":""11.81"",""S"":""2.55"",""items"":{""S"":[{""1"":""1""}],""P"":{""3592732382"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"George";"Nills";"";"";"+1 646-386-3600";"";"N";"en";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"Acme Corporation"
"52";"dsds@example.com";"3";"198.00";"170.00";"0.00";"0.00";"28.00";"14 Oct 2013 15:10:24";"C";"";"2";"127.0.0.1";"";"";"{""6"":{""rate_type"":""P"",""rate_value"":""10.000"",""price_includes_tax"":""Y"",""regnumber"":""1234242"",""priority"":""0"",""tax_subtotal"":""15.28"",""description"":""VAT"",""applies"":{""P"":""12.73"",""S"":""2.55"",""items"":{""S"":[{""1"":""1""}],""P"":{""677409494"":""1"",""4283906614"":""1""}}}}}";"";"[{""shipping_id"":""1"",""shipping"":""Custom shipping method"",""delivery_time"":""3-5 days"",""rate_calculation"":""M"",""service_params"":[],""destination"":""I"",""min_weight"":""0.00"",""max_weight"":""0.00"",""service_id"":""0"",""module"":"""",""service_code"":"""",""rate_info"":{""rate_id"":""55"",""rate_value"":{""C"":{""0"":{""amount"":""0"",""value"":""40"",""type"":""F"",""per_unit"":""N""},""30"":{""amount"":""30"",""value"":""10"",""type"":""F"",""per_unit"":""N""},""50"":{""amount"":""50"",""value"":""5"",""type"":""F"",""per_unit"":""N""}},""I"":{""0"":{""amount"":""0"",""value"":""23"",""type"":""F"",""per_unit"":""N""},""10"":{""amount"":""10"",""value"":""15"",""type"":""F"",""per_unit"":""N""}}}},""group_key"":""0"",""rate"":""28"",""group_name"":""Simtech""}]";"George";"Nills";"";"";"+1 646-386-3600";"";"N";"en";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"George";"Nills";"60 Centre Street #5";"";"New York";"NY";"US";"01342";"Acme Corporation"
